,Ord_id,Prod_id,Ship_id,Cust_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin,Product_Category,Product_Sub_Category,Order_ID_x,Order_Date,Order_Priority,Order_Month,Order_Year,Customer_Name,Province,Region,Customer_Segment,Order_ID_y,Ship_Mode,Ship_Date,Ship_Month,Ship_Year,Duration
1318,Ord_5252,Prod_4,SHP_7333,Cust_1772,584.511,0.05,33,-95.98,3.3,0.81,TECHNOLOGY,TELEPHONES AND COMMUNICATION,3172,2012-02-06,NOT SPECIFIED,2,2012,ANNIE THURMAN,ALBERTA,WEST,CONSUMER,3172,REGULAR AIR,2012-04-06,4,2012,60 days 00:00:00.000000000
1319,Ord_5343,Prod_17,SHP_7461,Cust_1772,1582.47,0.05,13,-205.02,56.14,0.39,TECHNOLOGY,OFFICE MACHINES,59297,2009-09-12,MEDIUM,9,2009,ANNIE THURMAN,ALBERTA,WEST,CONSUMER,59297,DELIVERY TRUCK,2009-11-12,11,2009,61 days 00:00:00.000000000
1320,Ord_5273,Prod_12,SHP_7362,Cust_1772,160.68,0.08,30,77.75,0.49,0.39,OFFICE SUPPLIES,LABELS,14018,2010-06-06,HIGH,6,2010,ANNIE THURMAN,ALBERTA,WEST,CONSUMER,14018,EXPRESS AIR,2010-06-06,6,2010,0 days 00:00:00.000000000
1321,Ord_5288,Prod_3,SHP_7382,Cust_1772,260.51,0.03,34,-127.52,7.72,0.38,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,24705,2011-09-15,CRITICAL,9,2011,ANNIE THURMAN,ALBERTA,WEST,CONSUMER,24705,REGULAR AIR,2011-09-17,9,2011,2 days 00:00:00.000000000
1322,Ord_5288,Prod_8,SHP_7382,Cust_1772,466.28,0.0,15,92.7,1.99,0.5,TECHNOLOGY,COMPUTER PERIPHERALS,24705,2011-09-15,CRITICAL,9,2011,ANNIE THURMAN,ALBERTA,WEST,CONSUMER,24705,REGULAR AIR,2011-09-17,9,2011,2 days 00:00:00.000000000
1323,Ord_5296,Prod_3,SHP_7392,Cust_1772,68.5,0.07,24,2.69,1.49,0.36,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,28544,2012-08-28,CRITICAL,8,2012,ANNIE THURMAN,ALBERTA,WEST,CONSUMER,28544,REGULAR AIR,2012-08-29,8,2012,1 days 00:00:00.000000000
1324,Ord_5310,Prod_13,SHP_7415,Cust_1776,70.32,0.08,19,-56.07,4.17,0.59,OFFICE SUPPLIES,PENS & ART SUPPLIES,36704,2011-06-16,HIGH,6,2011,ANNIE THURMAN,ALBERTA,WEST,HOME OFFICE,36704,REGULAR AIR,2011-06-18,6,2011,2 days 00:00:00.000000000
1325,Ord_5310,Prod_6,SHP_7414,Cust_1776,134.33,0.07,43,25.02,1.14,0.4,OFFICE SUPPLIES,PAPER,36704,2011-06-16,HIGH,6,2011,ANNIE THURMAN,ALBERTA,WEST,HOME OFFICE,36704,EXPRESS AIR,2011-06-17,6,2011,1 days 00:00:00.000000000
1326,Ord_5309,Prod_4,SHP_7413,Cust_1776,984.6315,0.0,20,-129.14,5.0,0.8,TECHNOLOGY,TELEPHONES AND COMMUNICATION,36673,2010-09-13,LOW,9,2010,ANNIE THURMAN,ALBERTA,WEST,HOME OFFICE,36673,REGULAR AIR,2010-09-20,9,2010,7 days 00:00:00.000000000
1327,Ord_5272,Prod_6,SHP_7360,Cust_1776,107.12,0.08,2,-54.87,4.86,0.36,OFFICE SUPPLIES,PAPER,12641,2011-02-22,LOW,2,2011,ANNIE THURMAN,ALBERTA,WEST,HOME OFFICE,12641,REGULAR AIR,2011-02-28,2,2011,6 days 00:00:00.000000000
1328,Ord_5272,Prod_6,SHP_7361,Cust_1776,676.24,0.05,25,219.78,5.86,0.39,OFFICE SUPPLIES,PAPER,12641,2011-02-22,LOW,2,2011,ANNIE THURMAN,ALBERTA,WEST,HOME OFFICE,12641,REGULAR AIR,2011-02-26,2,2011,4 days 00:00:00.000000000
1329,Ord_5272,Prod_1,SHP_7361,Cust_1776,3668.6,0.07,24,993.15,7.07,0.59,OFFICE SUPPLIES,STORAGE & ORGANIZATION,12641,2011-02-22,LOW,2,2011,ANNIE THURMAN,ALBERTA,WEST,HOME OFFICE,12641,REGULAR AIR,2011-02-26,2,2011,4 days 00:00:00.000000000
1330,Ord_5257,Prod_5,SHP_7340,Cust_1776,157.03,0.07,7,13.21,5.08,0.41,FURNITURE,OFFICE FURNISHINGS,6117,2012-12-21,CRITICAL,12,2012,ANNIE THURMAN,ALBERTA,WEST,HOME OFFICE,6117,REGULAR AIR,2012-12-22,12,2012,1 days 00:00:00.000000000
1331,Ord_1110,Prod_13,SHP_1533,Cust_430,278.5,0.1,13,-6.23,5.53,0.59,OFFICE SUPPLIES,PENS & ART SUPPLIES,46310,2010-07-21,HIGH,7,2010,ANNIE THURMAN,ONTARIO,ONTARIO,HOME OFFICE,46310,REGULAR AIR,2010-07-22,7,2010,1 days 00:00:00.000000000
1332,Ord_1110,Prod_3,SHP_1533,Cust_430,1935.25,0.04,29,652.19,11.55,0.38,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,46310,2010-07-21,HIGH,7,2010,ANNIE THURMAN,ONTARIO,ONTARIO,HOME OFFICE,46310,REGULAR AIR,2010-07-22,7,2010,1 days 00:00:00.000000000
1333,Ord_1110,Prod_1,SHP_1534,Cust_430,5423.58,0.01,42,1361.56,19.99,0.59,OFFICE SUPPLIES,STORAGE & ORGANIZATION,46310,2010-07-21,HIGH,7,2010,ANNIE THURMAN,ONTARIO,ONTARIO,HOME OFFICE,46310,REGULAR AIR,2010-07-21,7,2010,0 days 00:00:00.000000000
1334,Ord_1924,Prod_13,SHP_2636,Cust_858,82.64,0.1,12,0.35,2.35,0.47,OFFICE SUPPLIES,PENS & ART SUPPLIES,27430,2011-01-31,HIGH,1,2011,ANTHONY GARVERICK,QUEBEC,QUEBEC,SMALL BUSINESS,27430,REGULAR AIR,2011-01-02,1,2011,-29 days +00:00:00.000000000
1335,Ord_1924,Prod_5,SHP_2636,Cust_707,315.27,0.08,3,278.6,13.99,0.65,FURNITURE,OFFICE FURNISHINGS,27430,2011-01-31,HIGH,1,2011,ANTHONY GARVERICK,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,27430,REGULAR AIR,2011-01-02,1,2011,-29 days +00:00:00.000000000
1336,Ord_2228,Prod_6,SHP_3029,Cust_858,230.23,0.06,50,-150.93,5.74,0.4,OFFICE SUPPLIES,PAPER,47842,2010-12-05,MEDIUM,12,2010,ANTHONY GARVERICK,QUEBEC,QUEBEC,SMALL BUSINESS,47842,EXPRESS AIR,2010-12-05,12,2010,0 days 00:00:00.000000000
1337,Ord_1933,Prod_1,SHP_2649,Cust_707,69.57,0.05,8,-36.06,6.5,0.59,OFFICE SUPPLIES,STORAGE & ORGANIZATION,36454,2011-02-18,CRITICAL,2,2011,ANTHONY GARVERICK,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,36454,REGULAR AIR,2011-02-21,2,2011,3 days 00:00:00.000000000
1338,Ord_550,Prod_13,SHP_747,Cust_200,102.95,0.06,30,-175.86,7.49,0.54,OFFICE SUPPLIES,PENS & ART SUPPLIES,28839,2009-04-28,LOW,4,2009,ANTHONY JOHNSON,BRITISH COLUMBIA,WEST,SMALL BUSINESS,28839,EXPRESS AIR,2009-04-30,4,2009,2 days 00:00:00.000000000
1339,Ord_551,Prod_6,SHP_748,Cust_200,65.81,0.01,9,-15.44,5.19,0.37,OFFICE SUPPLIES,PAPER,29252,2009-06-08,LOW,6,2009,ANTHONY JOHNSON,BRITISH COLUMBIA,WEST,SMALL BUSINESS,29252,REGULAR AIR,2009-10-08,10,2009,122 days 00:00:00.000000000
1340,Ord_578,Prod_2,SHP_785,Cust_200,286.07,0.07,25,-35.94,4.98,0.58,OFFICE SUPPLIES,APPLIANCES,50816,2009-03-27,HIGH,3,2009,ANTHONY JOHNSON,BRITISH COLUMBIA,WEST,SMALL BUSINESS,50816,REGULAR AIR,2009-03-29,3,2009,2 days 00:00:00.000000000
1341,Ord_578,Prod_3,SHP_785,Cust_200,733.92,0.03,26,302.8,1.49,0.38,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,50816,2009-03-27,HIGH,3,2009,ANTHONY JOHNSON,BRITISH COLUMBIA,WEST,SMALL BUSINESS,50816,REGULAR AIR,2009-03-29,3,2009,2 days 00:00:00.000000000
1342,Ord_578,Prod_8,SHP_785,Cust_200,99.11,0.01,6,-12.46,1.99,0.42,TECHNOLOGY,COMPUTER PERIPHERALS,50816,2009-03-27,HIGH,3,2009,ANTHONY JOHNSON,BRITISH COLUMBIA,WEST,SMALL BUSINESS,50816,REGULAR AIR,2009-03-29,3,2009,2 days 00:00:00.000000000
1343,Ord_557,Prod_2,SHP_756,Cust_200,6133.18,0.06,23,1243.17,23.19,0.59,OFFICE SUPPLIES,APPLIANCES,36068,2009-05-02,CRITICAL,5,2009,ANTHONY JOHNSON,BRITISH COLUMBIA,WEST,SMALL BUSINESS,36068,DELIVERY TRUCK,2009-06-02,6,2009,31 days 00:00:00.000000000
1344,Ord_4067,Prod_13,SHP_5673,Cust_1381,123.06,0.07,44,3.5,1.34,0.45,OFFICE SUPPLIES,PENS & ART SUPPLIES,31687,2011-05-19,HIGH,5,2011,ARIANNE IRVING,SASKACHEWAN,PRARIE,CORPORATE,31687,REGULAR AIR,2011-05-19,5,2011,0 days 00:00:00.000000000
1345,Ord_4015,Prod_4,SHP_5589,Cust_1381,4617.335999999999,0.09,46,978.35,7.69,0.58,TECHNOLOGY,TELEPHONES AND COMMUNICATION,6501,2012-01-13,HIGH,1,2012,ARIANNE IRVING,SASKACHEWAN,PRARIE,CORPORATE,6501,REGULAR AIR,2012-01-15,1,2012,2 days 00:00:00.000000000
1346,Ord_4015,Prod_6,SHP_5589,Cust_1381,236.99,0.06,35,-95.79,6.74,0.37,OFFICE SUPPLIES,PAPER,6501,2012-01-13,HIGH,1,2012,ARIANNE IRVING,SASKACHEWAN,PRARIE,CORPORATE,6501,REGULAR AIR,2012-01-15,1,2012,2 days 00:00:00.000000000
1347,Ord_4013,Prod_4,SHP_5585,Cust_1381,1753.9579999999999,0.06,31,382.39,5.92,0.55,TECHNOLOGY,TELEPHONES AND COMMUNICATION,6112,2009-08-23,MEDIUM,8,2009,ARIANNE IRVING,SASKACHEWAN,PRARIE,CORPORATE,6112,REGULAR AIR,2009-08-24,8,2009,1 days 00:00:00.000000000
1348,Ord_4013,Prod_11,SHP_5584,Cust_1381,1597.37,0.02,10,-533.69,80.2,0.71,FURNITURE,TABLES,6112,2009-08-23,MEDIUM,8,2009,ARIANNE IRVING,SASKACHEWAN,PRARIE,CORPORATE,6112,DELIVERY TRUCK,2009-08-23,8,2009,0 days 00:00:00.000000000
1349,Ord_4082,Prod_4,SHP_5691,Cust_1381,586.619,0.06,20,83.07,1.1,0.55,TECHNOLOGY,TELEPHONES AND COMMUNICATION,45412,2010-04-22,MEDIUM,4,2010,ARIANNE IRVING,SASKACHEWAN,PRARIE,CORPORATE,45412,REGULAR AIR,2010-04-23,4,2010,1 days 00:00:00.000000000
1350,Ord_4109,Prod_6,SHP_5724,Cust_1381,10.59,0.1,1,-4.31,2.15,0.4,OFFICE SUPPLIES,PAPER,59911,2011-12-18,NOT SPECIFIED,12,2011,ARIANNE IRVING,SASKACHEWAN,PRARIE,CORPORATE,59911,REGULAR AIR,2011-12-19,12,2011,1 days 00:00:00.000000000
1351,Ord_4012,Prod_12,SHP_5583,Cust_1381,66.09,0.09,23,13.71,0.99,0.36,OFFICE SUPPLIES,LABELS,6020,2009-09-21,MEDIUM,9,2009,ARIANNE IRVING,SASKACHEWAN,PRARIE,CORPORATE,6020,REGULAR AIR,2009-09-23,9,2009,2 days 00:00:00.000000000
1352,Ord_4101,Prod_5,SHP_5714,Cust_1381,524.25,0.06,23,152.31,8.99,0.41,FURNITURE,OFFICE FURNISHINGS,56743,2011-06-22,MEDIUM,6,2011,ARIANNE IRVING,SASKACHEWAN,PRARIE,CORPORATE,56743,EXPRESS AIR,2011-06-25,6,2011,3 days 00:00:00.000000000
1353,Ord_919,Prod_13,SHP_1270,Cust_304,76.42,0.02,12,20.44,0.83,0.49,OFFICE SUPPLIES,PENS & ART SUPPLIES,18432,2011-12-03,HIGH,12,2011,ART FERGUSON,NOVA SCOTIA,ATLANTIC,CORPORATE,18432,EXPRESS AIR,2011-03-14,3,2011,-264 days +00:00:00.000000000
1354,Ord_919,Prod_2,SHP_1268,Cust_304,217.66,0.1,15,-24.91,6.75,0.52,OFFICE SUPPLIES,APPLIANCES,18432,2011-12-03,HIGH,12,2011,ART FERGUSON,NOVA SCOTIA,ATLANTIC,CORPORATE,18432,EXPRESS AIR,2011-12-03,12,2011,0 days 00:00:00.000000000
1355,Ord_919,Prod_2,SHP_1269,Cust_304,1374.67,0.08,5,-126.34,23.19,0.59,OFFICE SUPPLIES,APPLIANCES,18432,2011-12-03,HIGH,12,2011,ART FERGUSON,NOVA SCOTIA,ATLANTIC,CORPORATE,18432,DELIVERY TRUCK,2011-03-14,3,2011,-264 days +00:00:00.000000000
1356,Ord_919,Prod_5,SHP_1267,Cust_304,451.32,0.04,42,1.16,5.16,0.57,FURNITURE,OFFICE FURNISHINGS,18432,2011-12-03,HIGH,12,2011,ART FERGUSON,NOVA SCOTIA,ATLANTIC,CORPORATE,18432,REGULAR AIR,2011-12-03,12,2011,0 days 00:00:00.000000000
1357,Ord_890,Prod_13,SHP_1224,Cust_304,129.44,0.02,46,-5.54,1.3,0.59,OFFICE SUPPLIES,PENS & ART SUPPLIES,5511,2009-11-28,CRITICAL,11,2009,ART FERGUSON,NOVA SCOTIA,ATLANTIC,CORPORATE,5511,EXPRESS AIR,2009-11-29,11,2009,1 days 00:00:00.000000000
1358,Ord_890,Prod_4,SHP_1225,Cust_304,1829.3870000000002,0.02,32,482.45,3.9,0.55,TECHNOLOGY,TELEPHONES AND COMMUNICATION,5511,2009-11-28,CRITICAL,11,2009,ART FERGUSON,NOVA SCOTIA,ATLANTIC,CORPORATE,5511,REGULAR AIR,2009-11-29,11,2009,1 days 00:00:00.000000000
1359,Ord_937,Prod_4,SHP_1296,Cust_304,7452.137,0.02,43,2028.36,5.99,0.59,TECHNOLOGY,TELEPHONES AND COMMUNICATION,26304,2011-03-19,MEDIUM,3,2011,ART FERGUSON,NOVA SCOTIA,ATLANTIC,CORPORATE,26304,REGULAR AIR,2011-03-20,3,2011,1 days 00:00:00.000000000
1360,Ord_881,Prod_9,SHP_1210,Cust_304,430.88,0.05,40,39.0,5.25,0.36,OFFICE SUPPLIES,ENVELOPES,1699,2010-12-29,CRITICAL,12,2010,ART FERGUSON,NOVA SCOTIA,ATLANTIC,CORPORATE,1699,REGULAR AIR,2011-03-23,3,2011,84 days 00:00:00.000000000
1361,Ord_939,Prod_8,SHP_1300,Cust_304,1031.06,0.03,9,39.36,1.99,0.49,TECHNOLOGY,COMPUTER PERIPHERALS,27266,2011-08-09,CRITICAL,8,2011,ART FERGUSON,NOVA SCOTIA,ATLANTIC,CORPORATE,27266,REGULAR AIR,2011-11-09,11,2011,92 days 00:00:00.000000000
1362,Ord_4919,Prod_13,SHP_6862,Cust_1675,97.78,0.09,33,-31.22,2.03,0.57,OFFICE SUPPLIES,PENS & ART SUPPLIES,41824,2010-04-07,NOT SPECIFIED,4,2010,ART MILLER,BRITISH COLUMBIA,WEST,CORPORATE,41824,REGULAR AIR,2010-06-07,6,2010,61 days 00:00:00.000000000
1363,Ord_4919,Prod_3,SHP_6861,Cust_1675,157.51,0.01,8,46.48,1.49,0.35,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,41824,2010-04-07,NOT SPECIFIED,4,2010,ART MILLER,BRITISH COLUMBIA,WEST,CORPORATE,41824,REGULAR AIR,2010-05-07,5,2010,30 days 00:00:00.000000000
1364,Ord_4889,Prod_4,SHP_6820,Cust_1675,90.9415,0.05,5,-109.42,3.3,0.81,TECHNOLOGY,TELEPHONES AND COMMUNICATION,26374,2009-05-11,NOT SPECIFIED,5,2009,ART MILLER,BRITISH COLUMBIA,WEST,CORPORATE,26374,REGULAR AIR,2009-06-11,6,2009,31 days 00:00:00.000000000
1365,Ord_4918,Prod_6,SHP_6860,Cust_1675,156.5,0.01,23,-49.6,6.0,0.37,OFFICE SUPPLIES,PAPER,41413,2011-11-16,LOW,11,2011,ART MILLER,BRITISH COLUMBIA,WEST,CORPORATE,41413,REGULAR AIR,2011-11-20,11,2011,4 days 00:00:00.000000000
1366,Ord_4918,Prod_5,SHP_6859,Cust_1675,1765.64,0.08,46,108.65,14.45,0.57,FURNITURE,OFFICE FURNISHINGS,41413,2011-11-16,LOW,11,2011,ART MILLER,BRITISH COLUMBIA,WEST,CORPORATE,41413,REGULAR AIR,2011-11-18,11,2011,2 days 00:00:00.000000000
1367,Ord_4918,Prod_14,SHP_6858,Cust_1675,10134.55,0.08,17,-597.21,24.49,0.37,TECHNOLOGY,COPIERS AND FAX,41413,2011-11-16,LOW,11,2011,ART MILLER,BRITISH COLUMBIA,WEST,CORPORATE,41413,REGULAR AIR,2011-11-23,11,2011,7 days 00:00:00.000000000
1368,Ord_4841,Prod_6,SHP_6752,Cust_1675,208.47,0.01,29,-125.6,8.74,0.36,OFFICE SUPPLIES,PAPER,2595,2011-12-13,NOT SPECIFIED,12,2011,ART MILLER,BRITISH COLUMBIA,WEST,CORPORATE,2595,EXPRESS AIR,2011-12-15,12,2011,2 days 00:00:00.000000000
1369,Ord_4841,Prod_10,SHP_6750,Cust_1675,11764.25,0.04,13,2322.44,44.55,0.62,FURNITURE,BOOKCASES,2595,2011-12-13,NOT SPECIFIED,12,2011,ART MILLER,BRITISH COLUMBIA,WEST,CORPORATE,2595,DELIVERY TRUCK,2011-12-14,12,2011,1 days 00:00:00.000000000
1370,Ord_4841,Prod_5,SHP_6751,Cust_1675,25.17,0.09,4,5.88,5.26,0.42,FURNITURE,OFFICE FURNISHINGS,2595,2011-12-13,NOT SPECIFIED,12,2011,ART MILLER,BRITISH COLUMBIA,WEST,CORPORATE,2595,REGULAR AIR,2011-12-15,12,2011,2 days 00:00:00.000000000
1371,Ord_4856,Prod_12,SHP_6776,Cust_1675,29.79,0.01,10,3.76,0.99,0.36,OFFICE SUPPLIES,LABELS,6309,2010-09-06,MEDIUM,9,2010,ART MILLER,BRITISH COLUMBIA,WEST,CORPORATE,6309,REGULAR AIR,2010-10-06,10,2010,30 days 00:00:00.000000000
1372,Ord_4849,Prod_5,SHP_6767,Cust_1675,79.68,0.06,10,18.24,3.68,0.52,FURNITURE,OFFICE FURNISHINGS,5028,2012-04-16,HIGH,4,2012,ART MILLER,BRITISH COLUMBIA,WEST,CORPORATE,5028,REGULAR AIR,2012-04-18,4,2012,2 days 00:00:00.000000000
1373,Ord_4888,Prod_8,SHP_6819,Cust_1675,877.81,0.02,17,-44.4,19.99,0.45,TECHNOLOGY,COMPUTER PERIPHERALS,26277,2011-06-27,MEDIUM,6,2011,ART MILLER,BRITISH COLUMBIA,WEST,CORPORATE,26277,REGULAR AIR,2011-06-28,6,2011,1 days 00:00:00.000000000
1374,Ord_4844,Prod_8,SHP_6762,Cust_1675,255.74,0.07,30,37.09,1.99,0.49,TECHNOLOGY,COMPUTER PERIPHERALS,4195,2010-05-28,NOT SPECIFIED,5,2010,ART MILLER,BRITISH COLUMBIA,WEST,CORPORATE,4195,REGULAR AIR,2010-05-30,5,2010,2 days 00:00:00.000000000
1375,Ord_5085,Prod_13,SHP_7100,Cust_1727,108.15,0.09,41,7.57,0.7,0.56,OFFICE SUPPLIES,PENS & ART SUPPLIES,66,2009-01-19,LOW,1,2009,ARTHUR GAINER,ALBERTA,WEST,CONSUMER,66,REGULAR AIR,2009-01-19,1,2009,0 days 00:00:00.000000000
1376,Ord_3439,Prod_12,SHP_7156,Cust_1727,125.33,0.06,37,58.5,0.5,0.37,OFFICE SUPPLIES,LABELS,44935,2010-11-17,HIGH,11,2010,ARTHUR GAINER,ALBERTA,WEST,CONSUMER,44935,EXPRESS AIR,2010-11-18,11,2010,1 days 00:00:00.000000000
1377,Ord_3439,Prod_2,SHP_7155,Cust_1727,9362.73,0.0,39,2766.29,19.99,0.59,OFFICE SUPPLIES,APPLIANCES,44935,2010-11-17,HIGH,11,2010,ARTHUR GAINER,ALBERTA,WEST,CONSUMER,44935,REGULAR AIR,2010-11-18,11,2010,1 days 00:00:00.000000000
1378,Ord_3515,Prod_13,SHP_4868,Cust_1250,148.05,0.08,7,-45.94,8.99,0.59,OFFICE SUPPLIES,PENS & ART SUPPLIES,57921,2010-08-18,MEDIUM,8,2010,ARTHUR GAINER,MANITOBA,PRARIE,CONSUMER,57921,REGULAR AIR,2010-08-20,8,2010,2 days 00:00:00.000000000
1379,Ord_3515,Prod_8,SHP_4867,Cust_1250,45.24,0.01,8,-42.12,4.62,0.64,TECHNOLOGY,COMPUTER PERIPHERALS,57921,2010-08-18,MEDIUM,8,2010,ARTHUR GAINER,MANITOBA,PRARIE,CONSUMER,57921,REGULAR AIR,2010-08-18,8,2010,0 days 00:00:00.000000000
1380,Ord_3439,Prod_7,SHP_4767,Cust_1250,99.65,0.01,37,27.0,0.8,0.39,OFFICE SUPPLIES,RUBBER BANDS,44935,2010-11-17,HIGH,11,2010,ARTHUR GAINER,MANITOBA,PRARIE,CONSUMER,44935,REGULAR AIR,2010-11-20,11,2010,3 days 00:00:00.000000000
1381,Ord_3450,Prod_15,SHP_4782,Cust_1250,601.57,0.09,10,-247.25,30.0,0.7,FURNITURE,CHAIRS & CHAIRMATS,46244,2009-02-07,MEDIUM,2,2009,ARTHUR GAINER,MANITOBA,PRARIE,CONSUMER,46244,DELIVERY TRUCK,2009-03-07,3,2009,28 days 00:00:00.000000000
1382,Ord_3450,Prod_8,SHP_4783,Cust_1250,157.42,0.05,9,-18.68,1.99,0.45,TECHNOLOGY,COMPUTER PERIPHERALS,46244,2009-02-07,MEDIUM,2,2009,ARTHUR GAINER,MANITOBA,PRARIE,CONSUMER,46244,REGULAR AIR,2009-04-07,4,2009,59 days 00:00:00.000000000
1383,Ord_2681,Prod_13,SHP_3670,Cust_992,6.75,0.08,1,-2.31,1.0,0.38,OFFICE SUPPLIES,PENS & ART SUPPLIES,28064,2010-02-09,MEDIUM,2,2010,ARTHUR PRICHEP,ONTARIO,ONTARIO,HOME OFFICE,28064,REGULAR AIR,2010-02-09,2,2010,0 days 00:00:00.000000000
1384,Ord_2681,Prod_13,SHP_3670,Cust_992,856.45,0.03,43,265.1,4.1,0.44,OFFICE SUPPLIES,PENS & ART SUPPLIES,28064,2010-02-09,MEDIUM,2,2010,ARTHUR PRICHEP,ONTARIO,ONTARIO,HOME OFFICE,28064,REGULAR AIR,2010-02-09,2,2010,0 days 00:00:00.000000000
1385,Ord_2657,Prod_4,SHP_3635,Cust_992,474.793,0.09,5,-407.26,2.5,0.58,TECHNOLOGY,TELEPHONES AND COMMUNICATION,21665,2012-10-15,HIGH,10,2012,ARTHUR PRICHEP,ONTARIO,ONTARIO,HOME OFFICE,21665,EXPRESS AIR,2012-10-16,10,2012,1 days 00:00:00.000000000
1386,Ord_2804,Prod_4,SHP_3859,Cust_992,664.9889999999999,0.04,21,170.46,5.99,0.38,TECHNOLOGY,TELEPHONES AND COMMUNICATION,54209,2012-08-15,MEDIUM,8,2012,ARTHUR PRICHEP,ONTARIO,ONTARIO,HOME OFFICE,54209,REGULAR AIR,2012-08-17,8,2012,2 days 00:00:00.000000000
1387,Ord_2654,Prod_6,SHP_3631,Cust_992,495.1,0.04,9,110.36,10.75,0.36,OFFICE SUPPLIES,PAPER,20899,2010-12-04,LOW,12,2010,ARTHUR PRICHEP,ONTARIO,ONTARIO,HOME OFFICE,20899,REGULAR AIR,2010-04-21,4,2010,-227 days +00:00:00.000000000
1388,Ord_2671,Prod_6,SHP_3659,Cust_992,350.01,0.04,50,-133.43,6.93,0.37,OFFICE SUPPLIES,PAPER,26469,2012-07-30,MEDIUM,7,2012,ARTHUR PRICHEP,ONTARIO,ONTARIO,HOME OFFICE,26469,REGULAR AIR,2012-07-31,7,2012,1 days 00:00:00.000000000
1389,Ord_2671,Prod_3,SHP_3658,Cust_992,7406.49,0.03,4,701.22,19.99,0.36,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,26469,2012-07-30,MEDIUM,7,2012,ARTHUR PRICHEP,ONTARIO,ONTARIO,HOME OFFICE,26469,REGULAR AIR,2012-01-08,1,2012,-204 days +00:00:00.000000000
1390,Ord_2698,Prod_5,SHP_3693,Cust_992,1818.76,0.02,39,843.12,6.77,0.44,FURNITURE,OFFICE FURNISHINGS,31073,2010-07-25,MEDIUM,7,2010,ARTHUR PRICHEP,ONTARIO,ONTARIO,HOME OFFICE,31073,REGULAR AIR,2010-07-28,7,2010,3 days 00:00:00.000000000
1391,Ord_2698,Prod_1,SHP_3694,Cust_992,4322.26,0.07,26,-618.95,35.0,0.85,OFFICE SUPPLIES,STORAGE & ORGANIZATION,31073,2010-07-25,MEDIUM,7,2010,ARTHUR PRICHEP,ONTARIO,ONTARIO,HOME OFFICE,31073,REGULAR AIR,2010-07-25,7,2010,0 days 00:00:00.000000000
1392,Ord_2577,Prod_15,SHP_3531,Cust_992,5437.92,0.0,33,-684.57,60.2,0.77,FURNITURE,CHAIRS & CHAIRMATS,513,2011-04-30,HIGH,4,2011,ARTHUR PRICHEP,ONTARIO,ONTARIO,HOME OFFICE,513,DELIVERY TRUCK,2011-04-30,4,2011,0 days 00:00:00.000000000
1393,Ord_2826,Prod_3,SHP_3888,Cust_992,273.44,0.01,11,-35.62,15.1,0.38,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,58435,2012-07-05,LOW,7,2012,ARTHUR PRICHEP,ONTARIO,ONTARIO,HOME OFFICE,58435,REGULAR AIR,2012-09-05,9,2012,62 days 00:00:00.000000000
1394,Ord_2578,Prod_1,SHP_3532,Cust_992,840.04,0.04,47,-131.27,9.47,0.59,OFFICE SUPPLIES,STORAGE & ORGANIZATION,611,2010-01-26,CRITICAL,1,2010,ARTHUR PRICHEP,ONTARIO,ONTARIO,HOME OFFICE,611,REGULAR AIR,2010-01-28,1,2010,2 days 00:00:00.000000000
1395,Ord_4294,Prod_13,SHP_5991,Cust_1439,180.56,0.1,46,-15.79,1.6,0.58,OFFICE SUPPLIES,PENS & ART SUPPLIES,36931,2011-01-19,NOT SPECIFIED,1,2011,ASHLEY JARBOE,YUKON,YUKON,HOME OFFICE,36931,REGULAR AIR,2011-01-19,1,2011,0 days 00:00:00.000000000
1396,Ord_4291,Prod_4,SHP_5986,Cust_1439,3492.6585,0.08,49,1181.81,0.99,0.55,TECHNOLOGY,TELEPHONES AND COMMUNICATION,35840,2010-05-29,HIGH,5,2010,ASHLEY JARBOE,YUKON,YUKON,HOME OFFICE,35840,REGULAR AIR,2010-05-31,5,2010,2 days 00:00:00.000000000
1397,Ord_4291,Prod_12,SHP_5985,Cust_1439,173.08,0.04,36,81.63,0.5,0.36,OFFICE SUPPLIES,LABELS,35840,2010-05-29,HIGH,5,2010,ASHLEY JARBOE,YUKON,YUKON,HOME OFFICE,35840,REGULAR AIR,2010-05-30,5,2010,1 days 00:00:00.000000000
1398,Ord_4292,Prod_6,SHP_5989,Cust_1439,102.61,0.09,20,-92.01,7.44,0.36,OFFICE SUPPLIES,PAPER,36069,2009-05-12,LOW,5,2009,ASHLEY JARBOE,YUKON,YUKON,HOME OFFICE,36069,REGULAR AIR,2009-07-12,7,2009,61 days 00:00:00.000000000
